Review,Sentiment
Paysay ki lalich to Mard aur Aurat dono mai hy. Ameer mard sy shadi har larki ka khawab hota hy. Aur ameer baap ki beti sy shadi har mard ki khwahish hoti hy. Haqeeqat mai hamara maashra kisi aur ki kamai hui dolat ka bohot shoqeen hy !!!,Negative
Khabees is a gold digger ..i have always thought about it and today she has proved it😉,Negative
Phr kawarii he mrnaa,Negative
Hanya Khan uff itnee Bagaawt,Negative
jaaari hai aur lagta hai marte dum tak rahe gi..😂😂😂,Negative
aur jin ko kismet sa hi milain tuuuu...aiso ko daikh k jalna walo ko Khabees Orat bolta hain🤣🤣🤣🤣,Negative
"Chye Pesa Haram Ka Ho Ikhlaq Aur Seerat Ki Baatein Books Mein Achi Lagti Hai,,,",Negative
DFM 👊👊 tmhary jeju ki bat ho rhi th... 😒Han bs mjhe na double daikhna 😃😄 single e maar do mjhy.. 😂,Negative
"Haww rakh lena mtlb... 😂 Apna kr k e milwana tm sy, u know mard zaat ka koi aitbar ni.. 😂",Negative
"Iqra Arooj Hashmi Chye Pesa Haram Ka Ho Ikhlaq Aur Seerat Ki Baatein Books Mein Achi Lagti Hai,,,",Negative
then go to hell uthaati nhe hu kisi k bhaaaiii 🙄,Negative
Uthana bhi maat aur ghizjaogi.,Negative
Allah maaf kre.,Negative
tu kamyab aurat hai  hm pata ni kamyab hoty b hain ya nai 😂😂,Negative
Hahahhahhhhahahahahahhahahh oy hmko to mrd e ni milta tu kamyab mrd dhoondny ki baat kra hy 🤣🤣🤣😆😆😆😭😭😭😭,Negative
Zindagi briii tuff hy yar hm sbki to 😕,Negative
Haaeyy pgli rula e dala tu ny to 😭😭😭😭,Negative
tu naa kamana betii.. tu khtrnaak hojati hy 😂😂,Negative
yar waila reh k zyada khatrnaaak hoon kasam say,Negative
Bus bivi ki taan kharacho se shoru hoti hai aur kahrchon per aakrr khatam hoti hai. Kia shadi sied kharchay poore krne ka naam hai. Bakwas baat,Negative
Zalim orten. Inka bus chalen to appne mard ko bech k b shopping.kr len,Negative
Pata nae wese aurtoan ko itni shopping ka craze koi hota hai ! waste of time.,Negative
Apny dad k store ki kamayi khanay wali lol 😂,Negative
I just read ummul khabees in the comment section and i am laughing so hard 😂😂,Negative
Koi umeed mar nahi atti koi soorat nazar nai ati,Negative
Orton ko naturally tor marketing maloom hoti hai.jab k larko ko 16 saal parrhai k bad b teek tarha se nahe maloom hoti. Khabees orat,Negative
Paysay ki lalich to Mard aur Aurat dono mai hy. Ameer mard sy shadi har larki ka khawab hota hy. Aur ameer baap ki beti sy shadi har mard ki khwahish hoti hy. Haqeeqat mai hamara maashra kisi aur ki kamai hui dolat ka bohot shoqeen hy !!!,Negative
Or uske baad woh un mardun ko kangaaal kardeti hain 😛 😛,Negative
you know hum ma aisy guts Ni hain 😂😂,Negative
Hm kisi kam k hi nai hain 😭😂,Negative
aur mein nai 😂,Negative
you are not kamyaaab abhi 😂,Negative
Kya karun mar jaun ?😂,Negative
bhai tery to dono chezan barbad han,Negative
khrache kam kr Agra kamtab aurat bna hai,Negative
Teri jasi biwi hui to kama kama k mar jana phr b puri nai pdni :p,Negative
Abey chal mun na khulwa : p nakamai tmhre kadam choom rai ha ab tak tou 👎🏻🤓,Negative
Haha tmhre aba ko screeshot bhju iska khush hojyenge ..ab se no more sephora 🤑,Negative
Kamiyaab orat nh balkeh Khabees Orat kehtay hain 😂...,Negative
Aye umul khabais baaz aa ja apni khabasat se 😂😂😂,Negative
Waqai me bhari khabees ho,Negative
Kabyab mard kabees orat see shadi ni krta..,Negative
Ap ko kese pta khabees kn or achi kn i dnt agree with u,Negative
Bat yeh ha .. ke apki sunta kon h 😅,Negative
Bat ye hai ke koi sune na sune me to boln g,Negative
Besti ni ho gai 😁😂,Negative
Hain koi kamyab aurat yahan jiska talash main khatam kardu,Negative
Mushkil hei lg raha😂,Negative
humse na hou paaye ga 😛,Negative
khabasat ka level check kro 👅,Negative
Sabne bol bol k hygiene wale keere ko maar dia 🤣,Negative
Han ya na bhonkna hota hai,Negative
Lanat ap pe bari wali,Negative
Khabeesni 700 ka bhi koi mug hota h? Y tu khulam khulla loot maar h,Negative
Lekin mujhe nii bharwana wo bhe itnaaaaaaaa😅😅😅😅😅,Negative
Bdla lelia kro tm forn Rami jatuk 😂,Negative
Me hzar bar lanat bhejti hu 😂,Negative
Masoom dekhny wali sahrf nhi hoty or jo bechary show off krty hy wohi badnam hojaty hy 😂😂,Negative
beghairt m n konxi exi ghlazat wali bt ki mnhosay :D wo tw ek dafa mu s nikl gai thi mere :D,Negative
hahah kya pta wo sab se aggy ho,Negative
behnaa ni shareef hoskti 🤣,Negative
"pak saaf haina ? 🤣
Galliyon ki collection yaad ahy apni?",Negative
Lo  hm to saty aam accept karty ky ham hain teri trah meesny thori hain,Negative
"Main ki kitaa ay ... Main v,meesni nahi hun... Mn v,sare aamm he ahooo.",Negative
Khaaan ko aur kis ko... Ue  kahan mari hy... Ye b meesni hy😀😀😀,Negative
Mje afsos k sth khna prta ha k ye bat ap pe fit ati :-D :-D,Negative
koot koot k bhari hai tere ander you gutter minded person ,Negative
Ab yay wala manhoos reaction day k tu meesna na bana ker werna ainda kisi cheez may nai tag karu ga 😂,Negative
fabiha ki overactng check kro jaise sbse pakeza h 😜,Negative
"laaay gae tu 
Guru tow khd yahe hoty the.
Dramaybaaz Sali ",Negative
Han ha daldo mjhpe sb tm logon ny kabi khudsy kch kiya hi nai jese  😀,Negative
"hum dononn tu badnaam hain, asap tou  air  hain meesnian😂😂",Negative
🤣  ka khayal hy k me isb ja kr modern ho jati hun mjhy pta nae kya ho jata🤣 me yaqeen dil dila thak gai k shuru se aisi hun ryk b aisi e hoti hun🤣 but she mostly see me in hijab at school. is wja se inko mjh pe shak pra rehta🤣,Negative
"Bhai masiny ki bat hoi
Ap sy better masoom shakal koi bna e nh skta",Negative
" tbhi tag kia
Tum natural masiny hou bhai ......
Kbhi kbhi tou aisi shkl bnaty hou k ap sy ziada maskeen dunya my koi nh hoga",Negative
Dash he tu ,Negative
But Behan aapk jesay ni na hm :p,Negative
Hn ji ap tu hum sa bi 2 hath agy ho ,Negative
Saray zamanay ke galazat unhe Kay zehn Bari hoye Hai batmeez kaheen kay,Negative
Haan shakal daikho or khush fehmi daikho 😂😂😂😂,Negative
"Sab se Barra meesna toh hmaara Apna Hee teendu Nawaz hai ,,Jo shareef bna phirta hai bhootni ka aaalu,,,😁😁😁😁",Negative
"Aur jo ksi k samne nai bolty mgr sb se ziada hoshiyaar wohi hoty hain....
Unhe b is “meesnay” ki category mai daalo! 😒😒😒",Negative
dekh lo  saen k bary me glt baaten kr rahy han,Negative
hahahahahahaha aj sain gujrat gya huwa tha main ne bola mera wait kro pr sain batmeezi kr gya tha,Negative
chittar b lazam sain py,Negative
"Apni apni Khabaasat k tajurby hain, tum sy bara tajrba-kaar kaun bhala",Negative
"is ""Khabees aurat"" ne to aj mera pol khol dia he :D",Negative
dekh lo ab TM khud ko sb see Shareef khti o 😂😂 Han,Negative
Molvi ab na wo area raha na wo inches,Negative
bs logo se meri khushi dekhi na gai :-D,Negative
dono bari meesnian ho shakal se jitni hi shareef lagti ho under se utni hi bari kameenian ho,Negative
Nhi g ab esi bat b nhi,Negative
g kiyun nai ho 2no mujh se 5 5 hath age ho wrna mein to samjhi thi poore khandan mein sb se ziyadfa kameeni mein hi hun lekin us din sare raaz khul gaye,Negative
Ghalat hai yeh,Negative
Hasna thaw? 😂😂,Negative
Astaghfirullah faiza ye tmaary liye ha asl ne :D :D,Negative
Bas yaar tum dono k saath reh k mein bhi aisi hogae hu 🙈😂,Negative
ALLAH sy darr,Negative
agr dimag k s.s hote tou mn tere public kr deti😆😆😆,Negative
Chup rehne wale harami hote h 😂,Negative
 dunya jahn ki shrafat yahn a kr khtm htii😂😂 yad aya kch😜😜,Negative
Yaar mera image! Yaar meri izzat 😂😂😂😂😂😂,Negative
dfa kr ....dihaan sy perh dost likha hy wo hamara dost ni hy,Negative
Ghalat bat hai m civilised person.,Negative
😂🤣 kon hai ye ghaleez dmagh wala,Negative
haqeeeqat h ye😃😃🙈,Negative
Bolti rho jo mrzi mai Kia krun,Negative
Rehny dijye sedi sadhi 😂 dekh liya mai nai 😂,Negative
Badnam hi karin,Negative
dkho idhr b lkha wa h meesnay 😂😂,Negative
Manhoos khud tw meesni h dsry ko bh aesi smjhtii 😞😟,Negative
Huh nkl apni trf se xD,Negative
chalak lomdiyan 😂😂😂,Negative
yahan react krnay ki baat hori hai bibi 😂😂 or sbse zyada shareef react kon krta hai yeh tumhe b pta hai 😁😝,Negative
Ghunni meesni bni bethi hti ho r sari gndi baten tm he krti ho 🤣🤣🤣🤣,Negative
G nh kmeeniyo m shreef dekhti nh hu b :-\,Negative
Kia galazat bhari hai batao batao😂😂😂,Negative
Hahaha no doubt..apko ghaleez ideas mai e tou dyti thi 😂😂😂,Negative
Yehe to dukh hai.. Ap deti nae thi ideas.. Par dmagh ghaleez hai bohat apka .. 😂😂😂 i know😂,Negative
mery damagh k ghelazat ka jeeta jagta saboot hmari frndship hai 😂😂 agr mai saaf mind rakhti tou tujh sy dosti krti 😜😜😂😂,Negative
350 k angle se apka durr fitty munh + lanat 😂😂😂,Negative
arryy my kb shareef act krti hun ,Negative
theek hogaya? Meesnay,Negative
mesny hahahahahhaahhaaha,Negative
Ye ilzam hau muj masoom pe :(,Negative
Wo kun. Mujhe to koi manhooss yad a gya. U know kon,Negative
Mainy to sharefon wala kabhi react hi nai kra biruu 😂,Negative
qsmyyy ghunny maisny 😂😂😂,Negative
Gandagi aapke dimagh m bhi ho sakti he,Negative
Kamini... 😂Mje pta tha tu ne mje hi tag krna tha,Negative
Hahahaha  meesni ifywim 😂😂😂,Negative
sun lo inni TU Shareef Ni 😂😂,Negative
Bajah farmaya messney😂😃,Negative
m n Mar jana h pkka aj,Negative
Bnta bi hai I think😜koi zlalt ka moqa ap hath x niklny nai dy rai hai😜😜,Negative
mujy shak hai tum py. So fisad 😂,Negative
u ki Koi messni friend hai😂😜?,Negative
Bhot se ander sa sb bc😂😂😂😜😏,Negative
"touba karo mn kahan koe shareef hun🙋😜
Sirf ap e ho😱😂",Negative
Konsi gazalat bhai? Baat tou karti nahe tum 😃,Negative
khabees baz aa jao,Negative
exactly... mre city me acid throwing bht common hugai thi.. phr mili ek punishment.. victim lrki ne sb k samne larky ki ankho me acid drops dalay thay.. is bat ko 14 sal hugye hn. dobara kabi jurat ni hoi kisi ki,Negative
Bqchy ho TV py dekhn gy us sy asar lain gy ab bachon ko TV dekhny sy Kaiser ROK sakty hn JB aik Muslim model sleeveless Pehn ky TV py aay gi tu hm apni betion ko jb kehty hn ky ye Muslim girls ni Pehn sakti tu hm unky es question ka kya answer karain ky jinhon NY sleeveless pehna ha kya wo Muslim naai hn,Negative
reason ka sade baab sazzaa hai...ju nahi hai.,Negative
is dunya mein burai achai...azal sey hai...abad tuk rahay gi...andhaira hai ujala hai....din hai raat hai.....laikin raat ki roshni kay lye chaand hai aur din kay lye suraj.Yahan fahaashi kay lye sazzaa kahan hai?,Negative
Ap humesah mera sath cahlakiyan krty hain....zayada cahlakiyan na kiya kry meray sath ap sub log...,Negative
"Fahashi bhi hy or law ki implementation bhi nahi hy, lets suppose law ka nifaaz ho gaya, fahashi se jo fraustrated log hein unka kia banega ??",Negative
Exactly yaha kabi gunehghar ko saza nhi huti,Negative
...next time meri permission k bina koi chez use ki to bacho gi mj sy...😑😑😠,Negative
to gussy main kapre e mujhe de ti thi k ja ab mujhe wapas mat karna :D,Negative
Hahaha  haha tum toh khud hi phsti hooo pictures dal k,Negative
Akhtar tmhara bs duppata ya shawl hi lo to tm icc sa b dus hath aagy jati ho,Negative
tum mere peche parh jati ho is se bht zayadah tofani ki tarhan 😂😂😂,Negative
Tum phen k smny ao tu sahi aag h lagaoun gaii tujy 🤣🤣🤣,Negative
bol kahannnnnn chupegiiiiii bol bollll kahan chupegi,Negative
Moqy py insult,Negative
Chor kahin k. 😑,Negative
tmhara maslaa hmaisha ka 😂,Negative
Lol chori phr seena zori..?😡,Negative
Mairiiii tou bahen hi nhiiii h :'(,Negative
Khabeesni cocacola pila day ...,Negative
itne pyar se kahe g to koi pilaye ga b nhi 😂😂😂,Negative
Dheet hun me bht 😂 koi faida nae 😂,Negative
Socrate ny zehar ka payala peya tha...ap wo pee ly...coco cola nhi mil rhi tu.. kessa idea ha...?,Negative
"Sun lyyy juch to khila dy behlgairtaaa😂
Hamesha khata hi ha",Negative
Ab ye na kehna banda ab mzaq bh na kre. .,Negative
"Afsos ki bat hy zahru hm bh kitny dhet hy th0ri dair bad phr agae thy,, maf tu hm ne kisi hal me nh kia tmhen. .",Negative
Manhoso mra suspense khtm kr dety hooo Kia faida m jhot b Ni bol skti 😂😂😂😂😜😜😜,Negative
"Pehly hm aen tmhary abu ne kaha w0h bzr gai h0vi hy,,, mtlb tmhary abu nh any de rahy thy hamen. .",Negative
"Hahaha,.anu ne kaho chalo chalo hm bh chapa marty hy kitni kamini hy hamen btaya bh nh k mai agai hn., idhar se bh tmhari frndz thi. .",Negative
COCA-COLA ka owner parh k wse e fot ho gya hoga😃😃😃😃,Negative
Aisi Post pe to sirf zehar pilane ka dil kar raha hai 😕,Negative
Bari e koi chwl orat ho tum 😂😂😂😂,Negative
itni galiyaan khany ky bad pila do gi..?😂😂,Negative
Kaminii😂tum ao tumhy bethny bhi nae dena mene aty e tere hath mein deni mne😂😂😂,Negative
Ajaa bc pilati hon coca cola 😂😂,Negative
itni galiyou ke bad ab to bilkul nahi 😂😂😂,Negative
Khaabeesni coca cola pilaaaday :/,Negative
Khudiii kO keh ri hoo 😹😹,Negative
Tuj keh rahi hoon khabees :/,Negative
Tuu bhii khaaabeeess hai 🔥,Negative
mc coca cola tu pilaa dee,Negative
Happy meal ka Khali dabba,Negative
Thik ha beta ab esy karo gy soch lo bae dosti khtm phr 🙄😏,Negative
Tu aa to sae dekh kia kia pilati😂😎😋,Negative
pse to mai kabi na bolon tumhe 😘,Negative
Tu pka dozakh main hi hogi lgana wahan sutty,Negative
Toba hai...ye dekho zra,Negative
Ek number ki khabees aurat hai yeh page wali :P,Negative
jab dheet pan ki intaha hoti tab yhi baki reh jata hai,Negative
ye din aa gaye hain ab tu,Negative
Itni gaalian kha kay bhi koi cocacola pilay tu afreen hai us pay,Negative
Kaminiye thand lawani waaaaaaa coca cola pee k,Negative
Khotiyaaa Coca Cola pilade😂,Negative
Jini teri zuban chaldi banta tera zehar ha wesay,Negative
Sachi khabees orat tu...!,Negative
tujhe to zeher hi pilana pare ga 😀,Negative
kuttay coca cola pila dy,Negative
hraam dyaaaa cocaacollla pilaaa dyyyy,Negative
Mai tmhay coke k truck Mai daal kr un k sath bhej dogi phr coke ki factory Mai baray drum ko moo laga kr peti Rehna,Negative
bhai ap tw bat dil py hi lay gaey 🤣,Negative
Khàwäjā ÏŁyäs sir ji..bat dil pe nahi li..apni daleel di hai...agar hindi bolne pe mulk se nikal diya jata hon to aap angrezi bolne waloon ko bhi nikal dain mulk se..sirf itna arz kia hai,Negative
"Chal jhooti
Jitna tu phassti otna to galli ke chichori bhi nahi phasti
Lux Soap, Medora Lipstick, Chargha, Pizaa, Pepsi Bottle, Choklate, French Fries balky tu KHABEES AURAT tu to kabhi kabhi 10 Rupy ke Bleach per bhi phass jati hai",Negative
Tu ne to is ki sahi se leli :D,Negative
"Bht shouq hai tujhe phasne ka ,, Aik bar agai shakanje main toh tumhari khabast aur tumhari hassi dono ki waat lgaa doonga main 😋👊😅😂",Negative
Ap dost thy ya dushman.... ap husband hain ya sarak py khray cahba farosh....,Negative
Behan tu sirf hans lyn phas mat agar agla tumhain dakh kr roye ga bht 😛😛😝😝,Negative
On fleek hone ki saari hadein paar kardi hain is post ne :)))😂😂😂😂,Negative
"Ye tm buhat acha kerte ho, warna kise ke zindage tabah ho jate",Negative
Bari khofnak hansi hai mashaAllah -_-,Negative
Aho. Bari beghairt hon ic mamaly main 😂,Negative
moral of the story... baighairat si bhi houn na...,Negative
Upar parho sath me khabees orat b likha hua 😂😂,Negative
hum tu hanstay b ni 😂😂😂😂😂,Negative
hum tou phans jaty hai😂😂😂,Negative
Phela shak hum PE he hota hahaha,Negative
Ns ki nazrain he kafi lol,Negative
Hum shareef Kia ho gae duniya badmash ho gae 😜😜,Negative
maf kijyega..bht hi bura hansti hain ap.. 😁😁😁,Negative
Aisee aurtain hoti hain jo matti ke tail ka choolah phatnay se marti hain,Negative
Jesy hansyi ho phasaye ga kon. Pakory k naak wali,Negative
"To Dintonic Ke Mashouri Laazmu Hai Daant Dekha Kar,,",Negative
Khabees shoooo esi lye,Negative
Fit lanaat tuadey jaman te v 😂😂😂😂,Negative
phansti bhi ho pr dosron k samny sharaft ki acting krti ho,Negative
Phansna he toh phans warna nikal 😂😂,Negative
Chah gaye Khabees Aurat,Negative
sharam to a rahi ho ge?😂😂😂,Negative
*ye to cheating hue na phir,Negative
Hasso be mat Bahen ji 🙄🙄,Negative
Khabasat jo itni 😁,Negative
Tery jesi khbees Orten hansy bger he phans jati hen :),Negative
ye to ghalat h fir,Negative
Bakhs do Bhai 👏,Negative
Yah phasti nahi phansa leti hai,Negative
Kutta bhi dar k rasta napleyta hai,Negative
Hasna mana h,Negative
to q phass gai kmeeni.,Negative
thori sharam baqi hia tuo zehr kha lo plz,Negative
Hahaha exactly log ghalat fehmi paal lete hai 😂😂😂,Negative
Kuch zyda hi mu phar ky hasti hain😲,Negative
Zahiri baat hai KHABEES AURAT jo hoi,Negative
Sasti hoo es lye hastiii ho.,Negative
Tery level ka b pta hai…,Negative
hahaha barri hi khabees ho..,Negative
Mutlub khabees orat ho,Negative
"yahan hotaaaaa hi kiyaaaaa hay judge karne k ilawaaaaaa.......
Hum yahan judge hi tou karte hain ....
Kiyun k hum apni ghalation kay behtrin wakeeeeeel ...... or dosron ki ghalation k liyeeeee behtrin judge hoa karte hain...... aiseeee aiseeeee judge milenge apko ..... han wohi ghalati khud ki ho tou hum se acha koi wakeel nahi phir ........ not dwn karlen sab meri ye batt kam ayegi",Negative
", read that as ""aoo logon ko hajj karate hain"" XD i need to take more urdu classes plis!!",Negative
isi reason ki wja sy jahannum m jaen gy hm😂😂😂,Negative
Phly kon sa tu jannat me chalay jana tha 😂,Negative
astaghfirullah kitni jahanumi baat ki aapne,Negative
phly chali jati pr 4 sal phly ye umed chor di th😂,Negative
remember tu mere ko yeh gunnah krne layi Hai sth😂😂😂😂😂😂😂😂,Negative
Tooba kr larki 😂😂😂tchtch aesy sangeen ilzam... han tarny ki bat hoti to manti😂😂😂😂,Negative
Zara side pe ana boht zor ki bitching a rai h 😂😂,Negative
kya tha agar hum tum log k conductor ko itna ghuss k judge nai krtay. 😦,Negative
Hahahaha aj to kch ziada hi judge krlia us ko,Negative
Na chahte hue bhi ho hi jata,Negative
.. :D ao shaheen mall p beth kr judge krain sbko.:D,Negative
😂😂. Jo bhi pas sy guzry usy judge kro ..best skill,Negative
Ahahahah sai bat ha life aisi hi chl rae ha,Negative
remember jb hm aisa krte the...lets do afsos 😃😃😃,Negative
Ye to susraal walon ki dp honi chahiye 😂... kuch logon ko lagta hai ALLAH nay unhain ye zimadari sonp di hai... .,Negative
r sath gossips b krtay Han ....always ready for this 😅😅,Negative
... Aao gheebat gheebat khelain,Negative
kitny logon k gunah hm ne km keye hy,Negative
H ahahahah pir maza na ata shyd gheebat krny mei agr gunah na hta tou :p,Negative
log b hmari ghebt krte hon gy. hissab barabr 😂😂😂,Negative
ki zarurat nahi q k usko to judge krna ata nahi logo ko😂😂,Negative
"Masoom tw nai kher, lekin is waley kaam mei interest naaai 😎😂",Negative
Khabees orat ky sath ab ap mard hazrat b isd category mey shamil hony lg gy hain kya.. ap b tu yhi krty hain...,Negative
"or kar bhi kiya saktin hai farigh Aurtein😂😂😂
khud pe bhi gor kar liya karein😆😆 #Fazool_Aurtein😏",Negative
aa keery nikalty hain logon mai. happened oftn in gym,Negative
Ao pictures ko screenshot maar kr comment pass krty hain. 😂😂😂😂😂😂😂😂,Negative
Aa na zara!! Judge karte he kuch logo ko 😂,Negative
Yarrrrrrrrrrrrr tm log sath kia krta.... Mari shkl dakhty khud b asa dant nikal nikal kr logon ki chuglyan krta,Negative
Ryan Rayyan Raja ko dekho zara kitna badtameez hogaya hai Na Allah Allah,Negative
Aur jb koi aapko judge krnay ki koshish kray tou aap uski kuttay wali krnaay lgtay!!!,Negative
Jin mein khd khami ho wo he khd ko satisfy krny k lye dosron ko judge krty,Negative
it's been ages ham ne ikathay beth k logon ko judge nahi kiya :(,Negative
yaar esy log hoty hai js ki waja sy bnda sakon nahi ly skta 😩😓😕😒,Negative
Hahahaha meri adaten khrab kren aap,Negative
Hm ub judge kiya kren gy kl bht Bura hoa still today 😒😠,Negative
Kal k baad koi kuta he hoga jo jaega,Negative
Hame bad dua lagi ha kaiswar ki,Negative
Bilkul berra garhk uska 😃,Negative
judge krny k bad kahen gy hmn kya dafa kro 😂😝,Negative
Mjhy b tag krdetin baji m b apki hi bhn hn :/,Negative
bhai yeh ap he batao.. apki waja say mujhy per baat aa gai,Negative
😂aao sb larko ko judge krte h... 😀,Negative
mam irum AP donon SB pe comments krte hain,Negative
aao society ko judge krte hain. 😏,Negative
ap logo ko chugliyan lagain😂😂😃,Negative
Yeh to qoumi khel hy humra.😂,Negative
ao logo ko judge kren hum bht farigh hain 😂,Negative
buri hrkat hai yeh tumhari :P,Negative
Hahaha jitna jajj hm ny kiya ha utna to koi court ka jajj b nai kr skta😂😂😂,Negative
Tym nikal k milo..logo ko judge krna h😅,Negative
R phr kahaingy hamain kia😂😂,Negative
Dekh! Naa layy Punngaa!,Negative
Aoa chalien karien. 😂❤ favv kaam hai. ❤,Negative
Wo kachrayy ka dabba h bc,Negative
Yh hobby ksee din hmyy marwayeee ga😂😂😂,Negative
Kitna tang kiya tha usy,Negative
yr or kch asan kam hai nhi jo ghr bethay hojae bagger kisi kharchay k 😂,Negative
Farigh logo ka ye kam hota hy 😂😂,Negative
zeher kha lo,Negative
Wo lrki kitni buri lg rhi he na red dress me😂😂😂,Negative
Ao logon ko stalk kartay hein!,Negative
Bss ek yahi kaam nahi hota,Negative
Hahaahah Waqai😂😂😂 Aur bd ma shamat b ati😂😂😂😂,Negative
Pakistani awaam ka kaam khud k palay bhalay e kuch ho na😂😂😊,Negative
Khabees aurat pooond we sarayyy,Negative
Judge karna adatal ka kam nhi :-\,Negative
Saaf keh lo ao poondi karein,Negative
Buri adten ye logo ki,Negative
khamoosh warna tm bhi is fitny sy bach na pao gy 😂,Negative
"Pata nai aisay bhi log hotay hain ? :O
😏🙄",Negative
Pata nai kabhi nai dekhay. 😏🙄,Negative
farig logo ka time pas😂,Negative
hahaha us din pit jana tha kasam se,Negative
Ha bhenr ach akele mein chugli kru ity public place ty kanda se t manhun wri panji kanda😂,Negative
Hahahaha ach paanje grp me chugli kroon thaa 😂,Negative
Grp mein kraan jo faido ee naee satsanganyunnn ni uty byun sb panr khn ilwa,Negative
Satsangyaanin khey grp maan kadhi chugli thaa kroon 😂😂,Negative
Hahahahha kadunnn choo unhaan khe budnr mein mazo endo aah bs feel naein krwadenyunnn akhir khanpuri ni chalaaak t hundyun na,Negative
Ach ty pnji asli otaak ty hluu,Negative
Asan chalaak oonh😂😂🙏🏻🙈,Negative
ao chugliyaan krty hain,Negative
Mera matlab hai tu na ayi bus kabhi milnay,Negative
Ab maine nahi ana,Negative
gunnah to mila hoga 😂😂,Negative
"Aevi fazool bat or kya😁😂😂😂😝😝 isi liye to hasi a ri k Kya fazool bat hai, hahhahha",Negative
Tum khabees nahi kutti aurat ho 😂😂😂😈😈,Negative
Ae yaad feroza ha tag tum maham ko karlo .. ye bhi double standard kehlatay hain 😡🤣,Negative
Bssss mujhy ed kaam k liya rakha hua ha😡😡😡,Negative
Haha haha khbes aorat kar sharm,Negative
Aandy b gram or tu b bht gram hy khbasat ki maari,Negative
Khabees aurat auqaat mein rahu....Khuda ki khudai ....mein kisi ka dakhal nai....maa baap paida kartay hein choose nahi kartay.Ab Altaaf hussain kay parents ko maloom tha Unka Beta kaisa niklay ga?,Negative
"Bs bs over na o 😏😏
Hansii nhi ae bakwas ta 😏😏👊",Negative
apni beizzati pe hnsta b kn hai wese?? 😂😂,Negative
Hain ! Ap beizati krh thi meri !? 😂😂 mje LGA koi lame joke Mr rh ha 😂😂,Negative
Han lkn lame e lgrh ha 😂😂,Negative
tu khud b lame hi hai 😂😂✌️✌️,Negative
bhooki tere lye nh la ri,Negative
Sweetie sharm o haya ki baatein tum tou na kiya karo ab....tum par suit nahi karta 😉😉,Negative
Tu jb pyda hoi tu Dr NY kha tha pta Ni KIA pyda ho gya,Negative
Abay aisay namonay se AllAH bachai sab ko ab tu mei phans gai 😝,Negative
Saat m mare ge thik 😘😍,Negative
Apny sath sath mujy bhi azab mai phenk dia hai amma aabbba ny..😂 is bat ka kia shukria bai.? 😏,Negative
Hahahaha 😂 pehran chawen ha ta mari b wayan ha per 3.5 years j tourture khan poe haanre degree khan hasil kiye baghair maranr ji himmat naahen 😂😋😂,Negative
Haha Chlo degree lekar phr mar jana 😂,Negative
Aida tu msrf huhn kamina,Negative
Krny wali baton pr tu kbi thnx ni bolyaaaaa😉,Negative
"thanks bolnay gaye thay, gaaliyan sunke aaye xD",Negative
khd hogi tu Nalaik,Negative
acha m e hoon nalaik na smjh or kch :/,Negative
tabi mri ye qadr ha :/,Negative
baji app mun band e rkho to acha,Negative
Mri nakal chor 😜😜,Negative
Aye haye haye niklo,Negative
😏mar ja tu,Negative
Margyi ok.,Negative
Baita yai lov tu ny wrong side lga lia😂😂😂,Negative
sari ghalati e uncle auntie ki hai..haha 😂😂😂,Negative
Nah bs ap na e kren shkriya adaaa,Negative
Thndii jukty na lga tiddy 😛😛😛😛😂😂😂,Negative
uncle ko block kiya hva h warna shukriya kr dety😈😂,Negative
han unka kia mjy jhelna par rha ha tjy ✋😂😂😂😂😂👭,Negative
Sane To You 😂😂😂✋ Ghar Walay Suntay Nahi Mein Bardasht Karty Hoon 😂😂👭✋👭✋,Negative
Mankind's angel hun babe,Negative
i want to tag your mom 😋,Negative
Stupid,Negative
Btmix,Negative
sharam karo,Negative
Dushmn 😂🙌,Negative
Neeeyat he nai hai invite krny ki to....,Negative
"Ghaliti Uncle auntie ki,
Bhugaat me rha hn,,,,...lolx :-p",Negative
Hahahah bht kameeni hi wallah chy 😂,Negative
hey u idiot 😠,Negative
"moti kahi ki ,,,,,",Negative
Juthi 😤,Negative
Astagfirullah halat mazeed bigar gaen hain :p  bhai kch Karen :p,Negative
Kill you👊,Negative
Shoot you🔫🔫🔫,Negative
Ho shukeriya ada ker rai hn aunti ka is mein na shukari wali kiya baat howi bala,Negative
ama aba h fb per? 😝,Negative
:) thank you kehdena,Negative
Namoona word bolungi Unhe ek ghoori Deni mujhe fouran 😂😂😂 waise tu bhi aunty ko thanks bolin 😍😍,Negative
Hahahaha😊😊😊😊😊,Negative
sharam. Kr kuti 😂😂,Negative
Farwa Rubab :-D,Negative
Hahahhaah,Negative
Bas mai hun h amazing 😂❤️,Negative
Hehehe meri billi mjhy he miyaun..😂😂😂😁😁,Negative
Woh tujhe Tab B thanks Bolengii k tuh pakrahii hai abb,Negative
convey my regards :P,Negative
CHL nikl😂😂 Tu kr phly,Negative
mere hotay huay tumhen aur koi chahiye bhi nahi...:D,Negative
Hiba,Negative
Hahhahhahah 😂😂,Negative
ME 1 GALLON ICE CREAM 😂😂😂😭😭😭❤❤❤❤❤,Negative
:),Negative
Agr aadhi rat sy pehly mr gyi to pizza burger aur pepsi mihy bhijwa dena,Negative
Hahaha.. so true,Negative
Your dieting plans always flop😂❤,Negative
hahahha,Negative
